qd13_9,qc1_5_2,qc1_3_7,qd13_4,qe10_1,qc1_3_5,qi1_6,qj1,qe10a,Region,qd12_8_other,qj3_1,qb6,SEG,qc4_5,qe5_5,qc1_1_2,qe5_4,QD1_2,qc1_1_1,qh1_2,qj4_4,qe11_10,qg5,qi2a_8,qe10_10,qd12_8,qc1_3_1,qd12_7,qi1_3,qe5_10,qg6
,,,,No,,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,Northern Ireland,X,1,Northern Ireland,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,2.0,,No,No,Slightly less,Fairly satisfied,No,No,Dont know,,No change,Yes,No,Fairly satisfied
,,,,,,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,Northern Ireland,x,3,Northern Ireland,Skilled manual worker,,,,,16.0,,No,No,No change,Fairly satisfied,,,Dont know,,,No,,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,Wales,X,2,Wales,"Intermediate managerial, administrative or professional",,No,,Yes,0.0,,Yes,No,No change,Fairly satisfied,No,No,Dont know,,No change,No,No,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),Yes,West Midlands West Midlands West Midlands West Midlands West Midlands West Midlands West Midlands West Midlands West Midlands,,1,West Midlands,"Intermediate managerial, administrative or professional",Not very important,,No,,0.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,No,,Fairly satisfied
No,No,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student,No,Northern Ireland,,1,Northern Ireland,Student,Irrelevant,,No,,1.0,No,No,No,,Fairly satisfied,No,No,,No,,Yes,,Fairly satisfied
No,No,No,No,No,No,No,Not working (less than 8hrs per week) retired,,East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England,X,4,East Anglia/East of England,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,,No,,2.0,Yes,No,No,Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less,Very satisfied,No,No,No change,Yes,No change,No,,Very satisfied
,,,,No,,No,Working full time (30hrs+ per week),Yes,West Midlands,x,2,West Midlands,"High managerial, administrative or professional",,No,,No,1.0,,Yes,No,Slightly less,Neither satisfied or dissatisfied,,No,Dont know,,No change,No,No,Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied
No,No,No,Yes,,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,,Yorkshire/Humberside,X,2,Yorkshire/Humberside,Housewife / househusband,Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important,,No,,0.0,Yes,No,No,Slightly more Slightly more Slightly more,Very satisfied,,,Slightly more,Yes,Slightly more,No,,Very satisfied
No,Yes,No,No,Yes,No,No,Working part time (8-29hrs per week),,North West,X,2,,Semi-skilled or unskilled manual worker,Essential,,Yes,,2.0,Yes,No,No,No change,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,,No,Dont know,Yes,No change No change No change,No,,Fairly satisfied
,,,,,,Yes,Working full time (30hrs+ per week),No,Wales,,1,Wales,Skilled manual worker,,,,,0.0,,No,No,Slightly more,Very satisfied,No,,Dont know,,Dont know,No,,Fairly satisfied
No,No,No,No,Yes,No,Yes,Working part time (8-29hrs per week),,East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England,x,2,East Anglia/East of England,Semi-skilled or unskilled manual worker,Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important,,No,,0.0,Yes,No,No,Dont know Dont know Dont know Dont know Dont know,Neither satisfied or dissatisfied,No,No,No change,Yes,No change,Yes,,Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied
,,,,Yes,,Yes,Working full time (30hrs+ per week),Yes,Rest of Scotland,x,2,Rest of Scotland,"High managerial, administrative or professional",,Yes,,Yes,4.0,,Yes,Yes,Slightly less,Very satisfied,,No,Dont know,,Much more,No,No,Fairly satisfied
No,No,No,Yes,Yes,No,Yes,Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week),No,South West,X,4,South West,Skilled manual worker,Fairly important,No,Yes,No,0.0,No,No,No,No change,Fairly dissatisfied,No,No,Slightly less,No,Slightly less,No,No,Neither satisfied or dissatisfied
No,No,No,Yes,No,No,No,Working part time (8-29hrs per week),,Wales,,1,Wales,Skilled manual worker,Essential,,No,,0.0,Yes,No,No,No change,Fairly satisfied,No,No,,Yes,Much less,No,,
No,No,No,No,Yes,No,Yes,Not working (less than 8hrs per week) retired,,Northern Ireland,x,3,Northern Ireland,"Intermediate managerial, administrative or professional",Not very important,,No,,0.0,No,No,No,No change,Fairly satisfied,Yes,No,Dont know,No,No change,No,,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),No,South West,X,1,South West,"High managerial, administrative or professional",Essential,,Yes,,0.0,Yes,No,No,No change,Very satisfied,No,No,No change No change No change No change,Yes,No change,No,,Very satisfied
,,,,No,,No,Working full time (30hrs+ per week),Yes,South East,X,4,South East,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,1.0,,No,No,No change,Very satisfied,,No,Dont know,,No change,No,No,Very satisfied
No,Yes,No,No,,No,No,Not working (less than 8hrs per week) retired,No,North East,X,1,,Skilled manual worker,Irrelevant,,Yes,,0.0,No,No,No,No change,Very satisfied,,,Slightly less,No,No change,No,,Very satisfied
,,,,No,,Yes,Working part time (8-29hrs per week),Yes,Rest of Scotland,X,2,,Semi-skilled or unskilled manual worker,,No,,No,0.0,,No,No,Slightly more,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,No,Dont know,,No change,Yes,No,Fairly satisfied
No,No,No,No,Yes,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,North East,,1,,Unemployed,Not very important,No,No,No,0.0,No,I dont know I dont know I dont know I dont know I dont know,No,,Fairly satisfied,No,No,,Yes,,Yes,No,Fairly satisfied
No,No,No,Yes,,No,No,Not working (less than 8hrs per week) unemployed/ looking for work,No,Northern Ireland,,1,,Unemployed,Fairly important,,No,,0.0,Yes,No,No,,Neither satisfied or dissatisfied,,,,Yes,,No,,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),No,South East,X,2,South East,"Supervisor; clerical; junior managerial, administrative or professional",,,,,1.0,,Yes,No,Slightly less,Very dissatisfied,No,No,Dont know,,Dont know,No,,Fairly dissatisfied
No,No,No,No,,No,Yes,Not working (less than 8hrs per week) retired,Yes,Wales,X,2,Wales,"Intermediate managerial, administrative or professional",Essential,No,No,Yes,0.0,Yes,No,No,Slightly more,Fairly satisfied,Yes,,No change,Yes,Slightly more,No,No,Fairly satisfied
Yes,No,No,No,No,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,Rest of Scotland,,2,Rest of Scotland,Semi-skilled or unskilled manual worker,Fairly important,No,No,No,0.0,No,No,No,,Fairly satisfied,No,No,,Yes,,No,No,Fairly satisfied
No,No,No,Yes,,No,Yes,Working full time (30hrs+ per week),No,East Anglia/East of England,X,2,,Semi-skilled or unskilled manual worker,Fairly important,No,No,No,0.0,Yes,No,No,Slightly more,Very satisfied,No,,No change,No,No change,Yes,No,Very satisfied
Yes,Yes,No,No,,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,Wales,,2,,Unemployed,Irrelevant,No,Yes,No,0.0,No,No,No,,Fairly satisfied,,,,No,,No,No,Fairly satisfied
Yes,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,No,Yorkshire/Humberside,,2,,"Intermediate managerial, administrative or professional",Fairly important,No,No,No,5.0,Yes,No,,,Fairly satisfied,No,No,,Yes,,Yes,No,Fairly satisfied
No,No,No,No,Yes,No,Yes,Working full time (30hrs+ per week),,South West,X,1,South West,Semi-skilled or unskilled manual worker,,No,No,No,0.0,Yes,No,No,Slightly more,Fairly satisfied,No,No,No change,Yes,No change,Yes,No,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,No,North East,x,1,North East,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No,Slightly more,Fairly satisfied,Yes,No,Dont know,,No change,Yes,,Fairly satisfied
No,No,No,No,No,No,No,Not working (less than 8hrs per week) housewife/ househusband,No,East Midlands,,3,East Midlands,"High managerial, administrative or professional",Fairly important,No,Yes,No,1.0,No,No,Yes,,Neither satisfied or dissatisfied,,No,,Yes,,No,No,I dont know
No,Yes,No,No,,No,No,Working part time (8-29hrs per week),No,North East,,3,North East,Skilled manual worker,Fairly important,No,Yes,No,5.0,No,Yes,No,,Neither satisfied or dissatisfied,,,,No,,No,No,Neither satisfied or dissatisfied
,,,,No,,No,Not working (less than 8hrs per week) retired,Yes,Northern Ireland,X,2,,"Supervisor; clerical; junior managerial, administrative or professional",,,,,2.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,No,,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,East Midlands,x,2,East Midlands,"Intermediate managerial, administrative or professional",,Yes,,Yes,1.0,,No,No,Slightly more,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,Yes,No,Dont know,,No change,No,No,Fairly satisfied
,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),,North East,X,2,North East,"Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,3.0,No,No,No,Slightly less,Fairly satisfied,,No,No change,Yes,No change,Yes,No,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,Yes,West Midlands,X,1,West Midlands,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,4.0,,No,No,,Fairly satisfied,No,No,Dont know Dont know Dont know Dont know Dont know Dont know Dont know Dont know,,Much less,No,No,Fairly satisfied
,,,,Yes,,No,Working full time (30hrs+ per week),No,East Midlands,x,2,East Midlands,Semi-skilled or unskilled manual worker,,No,,No,0.0,,No,No,No change,Neither satisfied or dissatisfied,,No,No change,,No change,No,No,Neither satisfied or dissatisfied
,,,,No,,No,Not working (less than 8hrs per week) retired,No,Rest of Scotland,X,1,,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,No,,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working part time (8-29hrs per week),No,North West,,2,North West,"Intermediate managerial, administrative or professional",Essential,No,No,No,0.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,No,No,Fairly satisfied
No,No,No,No,,No,No,Not working (less than 8hrs per week) retired,,Wales,X,2,Wales,"Intermediate managerial, administrative or professional",Fairly important,,No,,2.0,Yes,No,No,Slightly less,Very satisfied,Yes,,No change,Yes,No change,No,,Very satisfied
,,,,Yes,,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,North West,X,3,,Skilled manual worker,,,,,0.0,,No,No,No change,Fairly dissatisfied,No,No,Dont know,,No change,No,,Neither satisfied or dissatisfied
No,No,No,No,,No,Yes,Working part time (8-29hrs per week),,Northern Ireland,x,2,,Skilled manual worker,Fairly important,,No,,0.0,Yes,No,No,No change,Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied,No,,No change,Yes,No change,No,,Very satisfied
,,,,,,Yes,Working full time (30hrs+ per week),No,London/Greater London,.....,1,London/Greater London,"Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional",,No,,No,0.0,,No,No,No change,Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied,No,,No change,,No change,No,No,Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied
Yes,No,No,No,No,No,Yes,Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband,Yes,South West,,2,South West,"Intermediate managerial, administrative or professional",Not very important,,No,,0.0,Yes,No,No,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,No,,Yes,,Yes,,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,No,Wales,,2,Wales,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,Yes,No,0.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,No,No,Fairly satisfied
Yes,No,No,No,,No,Yes,Not working (less than 8hrs per week) retired,,South West,,1,,Skilled manual worker,Not very important,,No,,0.0,Yes,No,No,No change,Fairly satisfied,,,,Yes,Much less,No,,Fairly satisfied
No,No,No,No,,No,No,Not working (less than 8hrs per week) retired,No,Yorkshire/Humberside,X,2,,Skilled manual worker,Irrelevant,,No,,0.0,Yes,No,Yes,No change,Very satisfied Very satisfied Very satisfied Very satisfied,No,,Slightly less,Yes,No change,No,,Very satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,Wales,x,2,Wales,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,Yes,No,Fairly satisfied
No,No,No,No,No,No,No,Working full time (30hrs+ per week),No,London/Greater London,,2,,Skilled manual worker,Not very important,,No,,0.0,Yes,No,No,,Fairly satisfied,Yes,No,,Yes,,No,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
,,,,,,No,Not working (less than 8hrs per week) unable to work due to disability/other,No,Wales,x,1,,"Supervisor; clerical; junior managerial, administrative or professional",,,,,2.0,,No,No,No change,Fairly satisfied,No,,Dont know,,No change,No,,Fairly satisfied
