qd13_9,qc1_5_2,qc1_3_7,qd13_4,qe10_1,qc1_3_5,qi1_6,qj1,qe10a,Region,qd12_8_other,qj3_1,qb6,SEG,qc4_5,qe5_5,qc1_1_2,qe5_4,QD1_2,qc1_1_1,qh1_2,qj4_4,qe11_10,qg5,qi2a_8,qe10_10,qd12_8,qc1_3_1,qd12_7,qi1_3,qe5_10,qg6
No,No,No,Yes,No No No No No No No No,No,No No No No No No No No,Working full time (30hrs+ per week),Yes,Rest of Scotland Rest of Scotland Rest of Scotland,,3,Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland,"High managerial, administrative or professional",Fairly important,No No No No No No,No No No,No,0.0,No,No,No,,Neither satisfied or dissatisfied,,No,,Yes,,No,Yes,Neither satisfied or dissatisfied
,,,,Yes,,No,Working full time (30hrs+ per week),Yes,Yorkshire/Humberside,X,2,Yorkshire/Humberside,Semi-skilled or unskilled manual worker,,No,,Yes Yes,22.0,,Yes,No No No No No No,Much more,Very satisfied,,No,No change,,Slightly more,No,No,Very satisfied
No,No,No,Yes,,No,Yes,Not working (less than 8hrs per week) retired,Yes,South East,x,2,South East,Skilled manual worker,Essential,No,No,No,1.0,Yes,No,No,No change,Very satisfied,No,,Slightly less,Yes,No change,Yes,[],Very satisfied
No,[],No,No,Yes,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,South East,,2,South East,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,2.0,No,No,No,,Very satisfied,Yes,No,,No,,No,No,Very satisfied
,,,,No,,Yes Yes Yes,Working full time (30hrs+ per week),No,East Midlands East Midlands East Midlands East Midlands East Midlands East Midlands,X,2,,Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker,,No,,No,0.0,,No,No,Slightly more,Fairly satisfied,No,No,Dont know,,No change,No,No,Very satisfied
No,No,No,No,No,No,No,Working full time (30hrs+ per week),Yes,London/Greater London,,3,London/Greater London,Skilled manual worker,Fairly important Fairly important Fairly important Fairly important Fairly important,Yes Yes,No,Yes Yes Yes Yes Yes Yes,6.0,No No No,No,Yes,,Very satisfied,,No,,No,,No,No,Very satisfied
No,No,No,No,Yes,No,Yes,Not working (less than 8hrs per week) retired,Yes,West Midlands,,2,West Midlands,"High managerial, administrative or professional",Essential,No No No No No No No No No,No No No No No,No,2.0,Yes,Yes,No,,Fairly satisfied,No,No,,No,,No,No,Fairly satisfied
No,No,No,Yes,No No No,No No No No No No No,Yes,Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other,No,London/Greater London,,2,London/Greater London,Unemployed,Essential,No No No No No No,No,No,0.0,Yes Yes Yes Yes Yes Yes Yes Yes,No,No,,Very satisfied,Yes,No,,Yes,,Yes,No No No No No No,Very satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),No,West Midlands,,2,,Skilled manual worker,Fairly important,,No,,0.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,No,,Very satisfied
,,,,,,Yes,Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired,Yes,London/Greater London,x,2,London/Greater London,Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker,,No No No No No,,No,0.0,,No No No No No No,No,No change,Fairly satisfied,No,,Dont know,,Much less,No,No,Fairly satisfied
No,No,No,No,,No,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,Yes,Yorkshire/Humberside,,2,Yorkshire/Humberside,Semi-skilled or unskilled manual worker,Fairly important,,No,,0.0,No,No,No,,Fairly satisfied,No,,,Yes,,No,,Very satisfied
No,Yes,No,No,No,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,Yorkshire/Humberside,,1,Yorkshire/Humberside,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,,Yes,,2.0,No,No,No,Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less,Fairly satisfied,,No,,No No No No No No No No No,Much less,No,,Very satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) student,No,Wales,x,3,Wales,"Intermediate managerial, administrative or professional",,No,,No,1.0,,No,No,No change,Fairly dissatisfied,No,No,"""Dont know"" ""Dont know""",,No change,No,No,Neither satisfied or dissatisfied
No,No,No,Yes,Yes,No,Yes,Working full time (30hrs+ per week),Yes,Wales,X,2,Wales,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,0.0,Yes,No,No,Slightly more,Fairly satisfied,Yes,No,No change No change No change No change,Yes,No change,Yes,No,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,East Anglia/East of England,X,2,,"Supervisor; clerical; junior managerial, administrative or professional",,No,,Yes,1.0,,No No,No,Slightly more,Very satisfied,No,No,Dont know,,Much more,Yes,No,Very satisfied
No,No,[],Yes,Yes,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,,East Midlands,x,2,East Midlands East Midlands East Midlands East Midlands East Midlands East Midlands East Midlands East Midlands East Midlands,Unemployed,Fairly important,No No No No No,No,No,0.0,Yes,No,No,Slightly less,Neither satisfied or dissatisfied,No No No No No No No,No,No change,Yes,Much less,Yes,No,Neither satisfied or dissatisfied
,,,,No,,No,Working part time (8-29hrs per week),Yes,Wales Wales Wales Wales Wales Wales Wales,X,2,Wales,Skilled manual worker,,No,,Yes,2.0,,No,No,Slightly more,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,No,Dont know,,Slightly more,No,No,Very satisfied
Yes,No,No,No,,No No No No No No No,No,Not working (less than 8hrs per week) housewife/ househusband,,Northern Ireland,x,2,,Skilled manual worker,Irrelevant,,No,,0.0,Yes,No,No,No change,Very satisfied,No,,Dont know,Yes,No change,No,,Very satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired,,Yorkshire/Humberside,,2,Yorkshire/Humberside,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,Yes,1.0,Yes,No,No,No change,Fairly satisfied,Yes,No No,,Yes,No change,No,[],Fairly satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),Yes,Northern Ireland,,4,Northern Ireland,"Intermediate managerial, administrative or professional",Essential,,No,,0.0,No,No,No,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,,No,,Yes,,Yes,,Fairly satisfied
No,No,No,No,No,No,Yes,Working part time (8-29hrs per week),Yes,South East,,1,South East,Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker,Fairly important,No,No,No,0.0,Yes,No,No,,Fairly satisfied,Yes,No,,Yes,,Yes,No,Very satisfied
Yes,No,No,No,,No,No,Working part time (8-29hrs per week),No,Yorkshire/Humberside,X,2,Yorkshire/Humberside,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,Yes,No,No,2.0,Yes,No,No,Much more,Fairly satisfied,No,,Dont know,Yes,No change,No,No,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired,No,North West,x,4,North West,Skilled manual worker,,No,,No,1.0,,No,No No No No,No change,Fairly satisfied,No,No,Dont know,,No change,No,No,Fairly satisfied
No,No,No,No,,No,Yes,Not working (less than 8hrs per week) retired,,North West,x,2,North West,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,,Yes Yes Yes Yes Yes,,0.0,Yes,No,No,No change,Very satisfied,No,,Slightly less,Yes,Slightly less,No,,Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied
No,No,No,[],Yes,No,No,Working full time (30hrs+ per week),No No No No No No No No No,Northern Ireland,x x x x,2,,"High managerial, administrative or professional",Essential,,No,,0.0,No,No,No,Much less,Very satisfied,,No,No change,No,No change,No No No No No No No,,Very satisfied
No,Yes,No,Yes,Yes,No No No No No No No No,No,Working full time (30hrs+ per week),No,Wales,x,3,,Semi-skilled or unskilled manual worker,Essential,,Yes,,0.0,No,No,No,No change,I dont know,No,No,No change,No,No change,No,,Neither satisfied or dissatisfied
,,,,,,No,Not working (less than 8hrs per week) retired,No,Rest of Scotland Rest of Scotland Rest of Scotland,x,2,Rest of Scotland,Semi-skilled or unskilled manual worker,,No,,No,1.0,,No,Yes,No change,Fairly satisfied,No,,Dont know,,Dont know,No,No,Fairly satisfied
Yes,No,No,No,No,No,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,No,South East,,3,South East,Semi-skilled or unskilled manual worker,Not very important,No,No,No,0.0,Yes,Yes,No,,Fairly satisfied,No,No,,Yes,,Yes,No,Fairly satisfied
No,Yes,No,Yes,Yes,No,Yes,Working full time (30hrs+ per week),No No No No No No No,London/Greater London,Na,2,,Skilled manual worker,Essential,,No,,0.0,No,No No No No No No No No,No,No change,Neither satisfied or dissatisfied,,No,Dont know,No,No change,No,,Neither satisfied or dissatisfied
No,No,No,No No No No No,No,No No No No,No,Not working (less than 8hrs per week) retired,No,East Midlands,,2,East Midlands,"High managerial, administrative or professional",Essential,No,No,No,1.0,Yes Yes,No,No,,Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied,No,No,,Yes,,No,No,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),No,East Anglia/East of England,X,3,,"Intermediate managerial, administrative or professional",,,,,0.0,,No,No,No change,Fairly satisfied,No,No,No change,,No change,No No No No No No,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),[],East Midlands,Yes,2,East Midlands,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,1.0,,No,No,No change,Very satisfied,No No No,No,No change,,No change,Yes,No,Very satisfied
No,Yes,No,Yes,No,No,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,Yes,London/Greater London,,4,,Unemployed,Essential,,Yes,,0.0,No,No,No No No No No No No No No,,Fairly satisfied,No,No,,Yes,,Yes,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired,No No No No No No No No,East Midlands,X,2,East Midlands,"Intermediate managerial, administrative or professional",,,,,0.0,,Yes,No,Slightly less,Neither satisfied or dissatisfied,No,No,Dont know,,No change,No,,Neither satisfied or dissatisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,Yes,North West,x,1,North West,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,Yes,No,Slightly more,Very satisfied,No,No,Dont know,,Slightly more,[],No,Very satisfied
Yes,Yes,No,[],No,No,No,Not working (less than 8hrs per week) retired,No,London/Greater London,X X X X X X X X X,1,London/Greater London,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,Yes,No,1.0,Yes,No,No,No change,Neither satisfied or dissatisfied,No,No,No change,Yes,No change,No,No,Neither satisfied or dissatisfied
No,No,No,No,Yes,No,Yes,Working full time (30hrs+ per week),Yes,South West South West South West,,1,South West,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No No No,[],No,0.0,Yes,No,No,,Fairly satisfied,Yes,No,,Yes,,No,No,Fairly satisfied
No,No,No,No,Yes,No,No,Working full time (30hrs+ per week),,Northern Ireland,x,2,,Skilled manual worker,Not very important,,No,,0.0,No,No,No,Slightly more,Very satisfied,No,No,Dont know,No,No change,No,,Very satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,East Anglia/East of England,X,1,,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,2.0,,No,No,Slightly less,Very satisfied,No,No,No change,,Slightly more,Yes,No,Very satisfied Very satisfied Very satisfied Very satisfied
No,No,No,No,Yes,No,Yes,Not working (less than 8hrs per week) retired,,South East,,2,South East,"Intermediate managerial, administrative or professional",Fairly important,No,No,No,4.0,Yes,No No No No No No No No No,No,No change,Very satisfied,No,No,,Yes,Much less,No,No,Fairly satisfied
No,Yes,No,Yes,Yes,No,No,Not working (less than 8hrs per week) student,No,London/Greater London,X,2,,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,0.0,[],No,No,No change,Very satisfied,,No,Dont know,Yes,No change,No,No,Very satisfied
Yes,No,No,No,,No,Yes,Working part time (8-29hrs per week),No,Northern Ireland,,2,Northern Ireland,Semi-skilled or unskilled manual worker,Fairly important,,No,,1.0,Yes,No,No,,Very satisfied,No,,,No,,No,,Very satisfied
No,No,No,No No No No No No,Yes,No No No No No No,Yes,Working full time (30hrs+ per week),Yes,West Midlands,X,2,West Midlands West Midlands West Midlands West Midlands,Skilled manual worker,Fairly important,No,No,No,0.0,Yes,No,No,No change,Fairly satisfied Fairly satisfied,No,No,No change,Yes,No change,No,No,Fairly satisfied
Yes,No,No No No No No No No No,No,No,No,Yes,Working full time (30hrs+ per week),,[],X,2,Yorkshire/Humberside,"Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional",Not very important,,[],,1.0,No,No,No,No change,Fairly satisfied,No,No,No change,[],No change,No,,Fairly satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,,East Midlands East Midlands East Midlands East Midlands East Midlands East Midlands East Midlands,x,4,East Midlands East Midlands East Midlands East Midlands,Skilled manual worker,Fairly important,No,Yes,Yes Yes Yes Yes Yes Yes,0.0,Yes,No,No,Slightly less,Fairly satisfied,No,No,Much less,Yes,Slightly less,Yes,No,Fairly satisfied
,,,,Yes,,Yes,Working full time (30hrs+ per week),No,South East,X,3,South East,"Intermediate managerial, administrative or professional",,,,,0.0,,No,No,No change,Very satisfied,Yes,No,Dont know,,No change,Yes,,Very satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,Northern Ireland,x,1,Northern Ireland,"Supervisor; clerical; junior managerial, administrative or professional",,[],,Yes,0.0,,Yes,No,No change,Fairly satisfied,Yes,No,Dont know,,No change,Yes,Yes,Fairly satisfied
No No No No No No No No No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) retired,Yes,West Midlands,,1,West Midlands,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,0.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,No,No,Fairly satisfied
